First_Name,Last_Name,Full_Name,GPA,Major,Relevant_Courses,Skills,Certifications,Previous_Experience,Preferred_Industry,Extracurriculars,Predicted_Job_Role
Evelyn,Jackson,Evelyn Jackson,2.89,Data Analytics,"['Big Data', 'Python for Data Science']","['SQL', 'Financial Analysis', 'C++']",['CFA Level 1'],1,Finance,"['Finance Club', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,2.87,Finance,"['Investment Analysis', 'Financial Modeling']","['SQL', 'Financial Analysis', 'Java']",['Certified Ethical Hacker'],1,Finance,"['Student Government', 'Coding Club']",Financial Analyst Intern
Abigail,White,Abigail White,3.68,Software Engineering,"['Cloud Computing', 'Databases']","['Financial Analysis', 'SQL', 'Network Security']",['PMP'],0,Government,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Liam,Smith,Liam Smith,3.24,Cybersecurity,"['Network Security', 'Cryptography']","['Python', 'Java', 'Financial Analysis']",['PMP'],0,Government,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Emma,Johnson,Emma Johnson,2.67,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['C++', 'Financial Analysis', 'Risk Management']",['Certified Ethical Hacker'],0,Finance,"['Finance Club', 'Hackathons']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.97,Data Analytics,"['Statistics', 'Big Data']","['Financial Analysis', 'C++', 'Data Analysis']",['Google Data Analytics'],3,Tech,"['Finance Club', 'Student Government']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.8,Cybersecurity,"['Cryptography', 'Cyber Law']","['Financial Analysis', 'C++', 'Cloud Computing']",['CFA Level 1'],0,Education,"['Hackathons', 'Coding Club']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.62,Computer Science,"['Operating Systems', 'Machine Learning']","['Cloud Computing', 'Risk Management', 'SQL']",['AWS Certified'],1,Healthcare,"['Hackathons', 'Student Government']",Financial Analyst Intern
Sophia,Miller,Sophia Miller,3.53,Software Engineering,"['DevOps', 'Software Development']","['Risk Management', 'C++', 'Java']",['Certified Ethical Hacker'],2,Tech,"['Hackathons', 'Student Government']",Financial Analyst Intern
Jackson,Davis,Jackson Davis,3.65,Finance,"['Accounting', 'Investment Analysis']","['Data Analysis', 'SQL', 'Risk Management']",['PMP'],3,Healthcare,"['Hackathons', 'Finance Club']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.91,Computer Science,"['Algorithms', 'Machine Learning']","['Python', 'Financial Analysis', 'SQL']",['Google Data Analytics'],3,Education,"['Research Assistant', 'Hackathons']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.75,Computer Science,"['Algorithms', 'Machine Learning']","['Machine Learning', 'Network Security', 'Risk Management']",['PMP'],3,Healthcare,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,3.78,Data Analytics,"['Data Visualization', 'Big Data']","['C++', 'Java', 'SQL']",['Certified Ethical Hacker'],2,Healthcare,"['Coding Club', 'Research Assistant']",Software Engineering Intern
Mason,Martinez,Mason Martinez,2.7,Computer Science,"['Machine Learning', 'Algorithms']","['Java', 'Data Analysis', 'Python']",['PMP'],3,Education,"['Coding Club', 'Hackathons']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.49,Finance,"['Investment Analysis', 'Risk Management']","['C++', 'Data Analysis', 'Network Security']",['AWS Certified'],1,Education,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.36,Data Analytics,"['Python for Data Science', 'Big Data']","['Machine Learning', 'C++', 'Risk Management']",['AWS Certified'],0,Government,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.99,Software Engineering,"['DevOps', 'Cloud Computing']","['Python', 'Risk Management', 'Java']",['Google Data Analytics'],0,Government,"['Finance Club', 'Hackathons']",Financial Analyst Intern
James,Hernandez,James Hernandez,3.61,Data Analytics,"['Big Data', 'Statistics']","['SQL', 'C++', 'Financial Analysis']",['CFA Level 1'],1,Education,"['Hackathons', 'Research Assistant']",Financial Analyst Intern
Harper,Moore,Harper Moore,2.71,Data Analytics,"['Big Data', 'Statistics']","['Network Security', 'Java', 'Risk Management']",['AWS Certified'],0,Government,"['Hackathons', 'Student Government']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,2.95,Computer Science,"['Operating Systems', 'Data Structures']","['Network Security', 'Cloud Computing', 'Java']",['CFA Level 1'],2,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,2.89,Computer Science,"['Machine Learning', 'Data Structures']","['Java', 'Risk Management', 'Network Security']",['CFA Level 1'],1,Tech,"['Student Government', 'Coding Club']",Cybersecurity Intern
Benjamin,Thompson,Benjamin Thompson,2.61,Software Engineering,"['Databases', 'Cloud Computing']","['Data Analysis', 'Network Security', 'Python']",['AWS Certified'],2,Tech,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Abigail,White,Abigail White,2.74,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Financial Analysis', 'Machine Learning', 'SQL']",['Google Data Analytics'],0,Education,"['Finance Club', 'Hackathons']",Data Analyst Intern
Liam,Smith,Liam Smith,2.75,Computer Science,"['Algorithms', 'Data Structures']","['C++', 'Cloud Computing', 'Machine Learning']",['Certified Ethical Hacker'],1,Education,"['Finance Club', 'Coding Club']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.59,Data Analytics,"['Big Data', 'Data Visualization']","['Financial Analysis', 'Risk Management', 'Java']",['Certified Ethical Hacker'],3,Tech,"['Hackathons', 'Coding Club']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.84,Software Engineering,"['DevOps', 'Software Development']","['Machine Learning', 'Risk Management', 'Financial Analysis']",['AWS Certified'],1,Finance,"['Finance Club', 'Student Government']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.43,Software Engineering,"['Software Development', 'Databases']","['Risk Management', 'Machine Learning', 'SQL']",['CFA Level 1'],2,Education,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Aiden,Jones,Aiden Jones,3.57,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['Python', 'Financial Analysis', 'SQL']",['AWS Certified'],2,Education,"['Student Government', 'Finance Club']",Financial Analyst Intern
Sophia,Miller,Sophia Miller,3.05,Software Engineering,"['Software Development', 'Databases']","['Python', 'SQL', 'C++']",['Google Data Analytics'],0,Finance,"['Research Assistant', 'Student Government']",Software Engineering Intern
Jackson,Davis,Jackson Davis,2.66,Software Engineering,"['Software Development', 'Databases']","['Financial Analysis', 'Python', 'Cloud Computing']",['CFA Level 1'],2,Education,"['Finance Club', 'Coding Club']",Financial Analyst Intern
Ava,Garcia,Ava Garcia,3.62,Cybersecurity,"['Cryptography', 'Cyber Law']","['SQL', 'Java', 'Python']",['Certified Ethical Hacker'],0,Education,"['Coding Club', 'Student Government']",Software Engineering Intern
Lucas,Rodriguez,Lucas Rodriguez,3.64,Computer Science,"['Machine Learning', 'Data Structures']","['Financial Analysis', 'Cloud Computing', 'Machine Learning']",['AWS Certified'],2,Healthcare,"['Coding Club', 'Finance Club']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,3.14,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Python', 'Financial Analysis', 'Data Analysis']",['Google Data Analytics'],3,Education,"['Coding Club', 'Research Assistant']",Data Analyst Intern
Mason,Martinez,Mason Martinez,2.56,Cybersecurity,"['Cyber Law', 'Cryptography']","['C++', 'SQL', 'Network Security']",['Certified Ethical Hacker'],1,Government,"['Finance Club', 'Student Government']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.2,Business Analytics,"['Business Intelligence', 'SQL']","['Network Security', 'Data Analysis', 'C++']",['AWS Certified'],2,Education,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,2.68,Data Analytics,"['Big Data', 'Data Visualization']","['Cloud Computing', 'Financial Analysis', 'C++']",['PMP'],0,Education,"['Hackathons', 'Coding Club']",Financial Analyst Intern
Amelia,Thomas,Amelia Thomas,3.96,Finance,"['Accounting', 'Investment Analysis']","['C++', 'Data Analysis', 'Network Security']",['Certified Ethical Hacker'],1,Finance,"['Student Government', 'Coding Club']",Cybersecurity Intern
James,Hernandez,James Hernandez,2.6,Computer Science,"['Data Structures', 'Operating Systems']","['Financial Analysis', 'Python', 'Data Analysis']",['Google Data Analytics'],3,Education,"['Student Government', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.29,Data Analytics,"['Data Visualization', 'Python for Data Science']","['SQL', 'Machine Learning', 'C++']",['Google Data Analytics'],0,Finance,"['Research Assistant', 'Student Government']",Data Analyst Intern
Alexander,Martin,Alexander Martin,2.63,Computer Science,"['Operating Systems', 'Algorithms']","['SQL', 'Machine Learning', 'Cloud Computing']",['PMP'],0,Finance,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Evelyn,Jackson,Evelyn Jackson,3,Computer Science,"['Machine Learning', 'Data Structures']","['Cloud Computing', 'Risk Management', 'SQL']",['PMP'],1,Finance,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.4,Business Analytics,"['SQL', 'Predictive Analytics']","['Cloud Computing', 'Data Analysis', 'Java']",['CFA Level 1'],3,Healthcare,"['Hackathons', 'Coding Club']",Data Analyst Intern
Abigail,White,Abigail White,3.43,Data Analytics,"['Statistics', 'Big Data']","['C++', 'Data Analysis', 'Java']",['Certified Ethical Hacker'],2,Healthcare,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Liam,Smith,Liam Smith,2.62,Software Engineering,"['Databases', 'Cloud Computing']","['Data Analysis', 'Python', 'Risk Management']",['PMP'],0,Finance,"['Student Government', 'Research Assistant']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.89,Finance,"['Financial Modeling', 'Investment Analysis']","['Risk Management', 'Cloud Computing', 'Java']",['AWS Certified'],0,Education,"['Student Government', 'Finance Club']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.88,Business Analytics,"['SQL', 'Predictive Analytics']","['Risk Management', 'SQL', 'Cloud Computing']",['PMP'],0,Finance,"['Student Government', 'Finance Club']",Financial Analyst Intern
Olivia,Williams,Olivia Williams,3.97,Cybersecurity,"['Cryptography', 'Network Security']","['Java', 'Python', 'Financial Analysis']",['CFA Level 1'],2,Tech,"['Finance Club', 'Research Assistant']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.88,Computer Science,"['Operating Systems', 'Algorithms']","['SQL', 'Network Security', 'C++']",['Certified Ethical Hacker'],3,Education,"['Finance Club', 'Student Government']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,3.44,Software Engineering,"['DevOps', 'Software Development']","['C++', 'Data Analysis', 'SQL']",['PMP'],0,Education,"['Student Government', 'Research Assistant']",Data Analyst Intern
Jackson,Davis,Jackson Davis,2.92,Computer Science,"['Operating Systems', 'Algorithms']","['Network Security', 'Risk Management', 'Cloud Computing']",['CFA Level 1'],2,Healthcare,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,3,Software Engineering,"['Cloud Computing', 'DevOps']","['C++', 'Risk Management', 'Python']",['CFA Level 1'],0,Finance,"['Research Assistant', 'Coding Club']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,2.84,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Risk Management', 'Cloud Computing', 'Java']",['CFA Level 1'],2,Government,"['Research Assistant', 'Coding Club']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.97,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Risk Management', 'Machine Learning', 'Python']",['CFA Level 1'],0,Tech,"['Finance Club', 'Hackathons']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.44,Finance,"['Financial Modeling', 'Risk Management']","['Java', 'Network Security', 'Risk Management']",['AWS Certified'],0,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.66,Computer Science,"['Operating Systems', 'Algorithms']","['C++', 'Data Analysis', 'Cloud Computing']",['PMP'],0,Tech,"['Hackathons', 'Student Government']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,3.67,Business Analytics,"['Predictive Analytics', 'SQL']","['Machine Learning', 'Java', 'Network Security']",['Certified Ethical Hacker'],1,Finance,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.44,Cybersecurity,"['Cryptography', 'Ethical Hacking']","['Financial Analysis', 'Machine Learning', 'Network Security']",['AWS Certified'],0,Government,"['Finance Club', 'Coding Club']",Cybersecurity Intern
James,Hernandez,James Hernandez,2.75,Software Engineering,"['Databases', 'DevOps']","['Java', 'Risk Management', 'C++']",['AWS Certified'],0,Government,"['Finance Club', 'Hackathons']",Financial Analyst Intern
Harper,Moore,Harper Moore,3.39,Business Analytics,"['Predictive Analytics', 'Data Analytics']","['Cloud Computing', 'Financial Analysis', 'Java']",['AWS Certified'],2,Finance,"['Hackathons', 'Student Government']",Financial Analyst Intern
Alexander,Martin,Alexander Martin,2.8,Data Analytics,"['Data Visualization', 'Big Data']","['Network Security', 'Java', 'Machine Learning']",['Certified Ethical Hacker'],0,Government,"['Student Government', 'Hackathons']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,3.91,Software Engineering,"['Cloud Computing', 'Databases']","['Machine Learning', 'SQL', 'Data Analysis']",['AWS Certified'],3,Government,"['Student Government', 'Hackathons']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.28,Finance,"['Accounting', 'Risk Management']","['SQL', 'Python', 'Risk Management']",['PMP'],1,Healthcare,"['Student Government', 'Finance Club']",Financial Analyst Intern
Abigail,White,Abigail White,3.9,Cybersecurity,"['Network Security', 'Ethical Hacking']","['C++', 'Risk Management', 'Financial Analysis']",['Certified Ethical Hacker'],0,Finance,"['Student Government', 'Finance Club']",Financial Analyst Intern
Liam,Smith,Liam Smith,3.02,Finance,"['Financial Modeling', 'Accounting']","['Java', 'Cloud Computing', 'Machine Learning']",['Google Data Analytics'],2,Healthcare,"['Coding Club', 'Hackathons']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.69,Data Analytics,"['Data Visualization', 'Python for Data Science']","['Python', 'Data Analysis', 'Financial Analysis']",['Google Data Analytics'],3,Finance,"['Finance Club', 'Hackathons']",Data Analyst Intern
Noah,Brown,Noah Brown,3.35,Computer Science,"['Operating Systems', 'Algorithms']","['Machine Learning', 'Financial Analysis', 'Risk Management']",['Google Data Analytics'],1,Tech,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.44,Finance,"['Accounting', 'Risk Management']","['SQL', 'Network Security', 'Machine Learning']",['PMP'],1,Government,"['Coding Club', 'Research Assistant']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,3.38,Business Analytics,"['Predictive Analytics', 'SQL']","['Risk Management', 'Data Analysis', 'Cloud Computing']",['Certified Ethical Hacker'],0,Finance,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.6,Computer Science,"['Machine Learning', 'Algorithms']","['Python', 'Network Security', 'Data Analysis']",['PMP'],2,Tech,"['Hackathons', 'Student Government']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,2.55,Computer Science,"['Data Structures', 'Machine Learning']","['Network Security', 'Financial Analysis', 'SQL']",['Certified Ethical Hacker'],1,Education,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,3.32,Computer Science,"['Algorithms', 'Machine Learning']","['Financial Analysis', 'Python', 'Network Security']",['Google Data Analytics'],1,Healthcare,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,2.87,Software Engineering,"['Cloud Computing', 'Software Development']","['C++', 'Financial Analysis', 'Java']",['PMP'],2,Healthcare,"['Student Government', 'Hackathons']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.28,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Python', 'Machine Learning', 'C++']",['CFA Level 1'],3,Finance,"['Coding Club', 'Hackathons']",Data Analyst Intern
Mason,Martinez,Mason Martinez,2.66,Finance,"['Risk Management', 'Accounting']","['Data Analysis', 'Java', 'C++']",['AWS Certified'],0,Tech,"['Research Assistant', 'Student Government']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3,Computer Science,"['Machine Learning', 'Operating Systems']","['Financial Analysis', 'C++', 'Java']",['CFA Level 1'],2,Government,"['Coding Club', 'Finance Club']",Financial Analyst Intern
